m1,a1,b1,l1,m2,a2,b2,l2,c,e_cartela,energy,stress,force,mass_kg,energy_per_mass,sim_time_s,y_max_stress_mm,valid_ansys,pivot_height_mm,lever_arm_mm,modo_fallo
3.671875,90.15625,86.40625,1000,2.015625,92.03125,86.40625,1000,111.796875,3.109375,5820.34396444,1195658821.56,12786.9071645,15.9128529443,365.763699622,1472.4275672,217.391304348,1,217.391304348,782.608695652,Viga
2.421875,52.65625,78.90625,1000,2.265625,69.53125,78.90625,1000,93.046875,3.859375,1408.89607204,1129313169.46,3671.34409265,10.5139256232,134.002857024,1020.7678003,185.344827586,1,185.344827586,814.655172414,Viga
3.421875,82.65625,48.90625,1000,3.265625,99.53125,48.90625,1000,118.046875,2.859375,4621.81142788,1026326476.93,10015.4943506,14.4719354065,319.363740788,1593.2205554,258.620689655,1,258.620689655,741.379310345,Viga
2.921875,97.65625,93.90625,1000,2.765625,84.53125,93.90625,1000,80.546875,2.359375,3408.78997111,736251797.473,8720.68385022,16.345479798,208.546339002,846.1599544,165.0781,1,0,1000,Cartela
3.921875,67.65625,63.90625,1000,3.765625,54.53125,63.90625,1000,105.546875,3.359375,4072.78075121,805960555.151,9079.73836183,14.7199298895,276.684792779,1351.8022781,203.125,1,203.125,796.875,Viga
2.109375,95.78125,58.28125,1000,2.203125,97.65625,58.28125,1000,100.859375,3.171875,2062.6355088,917355459.568,6556.66923342,10.664002163,193.420394828,2069.1511918,218.803506704,1,218.803506704,781.196493296,Viga
3.109375,65.78125,88.28125,1000,3.203125,67.65625,88.28125,1000,75.859375,2.171875,3036.05561316,1114621194.51,6839.80074274,14.9966791505,202.448527617,1168.5188069,149.038461538,1,149.038461538,850.961538462,Viga
2.609375,50.78125,43.28125,1000,2.703125,52.65625,43.28125,1000,113.359375,2.671875,1432.44209198,770906725.703,3155.26786946,7.89679272917,181.395427373,834.0926476,194.117647059,1,194.117647059,805.882352941,Viga
3.609375,80.78125,73.28125,1000,3.703125,82.65625,73.28125,1000,88.359375,3.671875,4696.24811374,1142357165.82,10007.7594347,17.4456706279,269.192753543,1099.1306918,211.538461538,1,211.538461538,788.461538462,Viga
2.359375,58.28125,95.78125,1000,3.953125,45.15625,95.78125,1000,119.609375,3.421875,1494.35918118,1082721024.69,4567.64209018,14.6079829634,102.297434555,1352.1116158,190.909090909,1,190.909090909,809.090909091,Viga
3.359375,88.28125,65.78125,1000,2.953125,75.15625,65.78125,1000,94.609375,2.421875,4664.58281734,1243932333.02,10152.4040121,14.3693292965,324.62077534,2051.2568592,204.545454545,1,204.545454545,795.454545455,Viga
2.859375,73.28125,80.78125,1000,3.453125,90.15625,80.78125,1000,107.109375,2.921875,2888.73791384,1150045888.41,7178.8574523,16.0960670434,179.468556266,1246.8563304,210,1,210,790,Viga
3.859375,43.28125,50.78125,1000,2.453125,60.15625,50.78125,1000,82.109375,3.921875,1775.37119571,402572868.565,4396.6178109,9.70453804363,182.942370644,900.2332918,177.215189873,1,177.215189873,822.784810127,Viga
2.234375,47.03125,69.53125,1000,3.328125,78.90625,69.53125,1000,116.484375,3.046875,1115.90494475,1093804951.01,2793.97507328,11.9389844345,93.4673255393,1273.8396769,209.016393443,1,209.016393443,790.983606557,Viga
3.234375,77.03125,99.53125,1000,2.328125,48.90625,99.53125,1000,91.484375,2.046875,3569.86975858,769440363.291,7512.16796972,14.2341314251,250.796459016,933.4388376,140.3906,1,0,1000,Cartela
2.734375,92.03125,54.53125,1000,3.828125,63.90625,54.53125,1000,103.984375,2.546875,3229.81296458,1336375753.3,7774.18194107,13.0917486275,246.706002115,1963.7981984,209.016393443,1,209.016393443,790.983606557,Viga
3.734375,62.03125,84.53125,1000,2.828125,93.90625,84.53125,1000,78.984375,3.546875,3700.94409809,995292947.27,7687.48602065,16.2633577308,227.563345734,1150.419573,200,1,200,800,Viga
2.484375,84.53125,92.03125,1000,2.578125,56.40625,92.03125,1000,97.734375,3.296875,2539.42243719,1000736587.75,7271.86934651,13.0689187109,194.310064464,1243.8770671,155,1,155,845,Viga
3.484375,54.53125,62.03125,1000,3.578125,86.40625,62.03125,1000,72.734375,2.296875,2528.26717652,744553068.877,5536.03308335,14.1423982583,178.772166527,1599.4439199,196.721311475,1,196.721311475,803.278688525,Viga
2.984375,69.53125,77.03125,1000,2.078125,71.40625,77.03125,1000,110.234375,2.796875,2869.98378812,1192156311.33,6712.2528155,11.8253249963,242.698089822,1397.7163444,209.090909091,1,209.090909091,790.909090909,Viga
3.984375,99.53125,47.03125,1000,3.078125,41.40625,47.03125,1000,85.234375,3.796875,3845.76592248,1045781656.74,9342.42769829,13.0315762724,295.111338957,870.4484472,126.6406,1,0,1000,Cartela
